COUNTY,FIPS,SRPREC,ELECTION,SRPREC_KEY,GEO_TYPE,CITY,N_IN_CITY,N
1,06001,200100,g24,06001200100,srprec,BERKELEY,3516,3516
1,06001,200200,g24,06001200200,srprec,BERKELEY,2447,2448
1,06001,201400,g24,06001201400,srprec,BERKELEY,3774,3776
1,06001,202200,g24,06001202200,srprec,BERKELEY,548,548
1,06001,206900,g24,06001206900,srprec,BERKELEY,1442,1442
1,06001,203500,g24,06001203500,srprec,BERKELEY,2083,2086
1,06001,202620,g24,06001202620,srprec,BERKELEY,1100,1107
1,06001,202500,g24,06001202500,srprec,BERKELEY,1134,1135
1,06001,204210,g24,06001204210,srprec,BERKELEY,2195,2197
1,06001,203100,g24,06001203100,srprec,BERKELEY,2623,2701
1,06001,203800,g24,06001203800,srprec,BERKELEY,2324,2325
1,06001,203880,g24,06001203880,srprec,BERKELEY,36,36
1,06001,203890,g24,06001203890,srprec,BERKELEY,35,35
1,06001,207200,g24,06001207200,srprec,BERKELEY,2510,2511
1,06001,204300,g24,06001204300,srprec,BERKELEY,2634,2636
1,06001,204900,g24,06001204900,srprec,BERKELEY,1120,1122
1,06001,205200,g24,06001205200,srprec,BERKELEY,4281,4290
1,06001,209310,g24,06001209310,srprec,BERKELEY,5499,5504
1,06001,205700,g24,06001205700,srprec,BERKELEY,3653,3667
1,06001,206200,g24,06001206200,srprec,BERKELEY,2129,2133
1,06001,207700,g24,06001207700,srprec,BERKELEY,2862,2873
1,06001,207000,g24,06001207000,srprec,BERKELEY,1967,1968
1,06001,208010,g24,06001208010,srprec,BERKELEY,3575,3575
1,06001,209900,g24,06001209900,srprec,BERKELEY,4410,4437
1,06001,208300,g24,06001208300,srprec,BERKELEY,3627,3630
1,06001,208510,g24,06001208510,srprec,BERKELEY,2538,2551
1,06001,208690,g24,06001208690,srprec,BERKELEY,28,28
1,06001,208800,g24,06001208800,srprec,BERKELEY,1463,1471
1,06001,208900,g24,06001208900,srprec,BERKELEY,1406,1406
1,06001,208820,g24,06001208820,srprec,BERKELEY,428,428
1,06001,209010,g24,06001209010,srprec,BERKELEY,4123,4124
1,06001,209700,g24,06001209700,srprec,BERKELEY,2634,2667
1,06001,213100,g24,06001213100,srprec,BERKELEY,1162,1171
1,06001,213500,g24,06001213500,srprec,OAKLAND,2541,3237
1,06001,213600,g24,06001213600,srprec,OAKLAND,4163,4163
1,06001,245300,g24,06001245300,srprec,OAKLAND,2037,2037
1,06001,213920,g24,06001213920,srprec,OAKLAND,55,55
1,06001,215500,g24,06001215500,srprec,OAKLAND,3710,3710
1,06001,214300,g24,06001214300,srprec,OAKLAND,1971,2001
1,06001,214600,g24,06001214600,srprec,OAKLAND,3350,3406
1,06001,215110,g24,06001215110,srprec,OAKLAND,3100,3101
1,06001,215400,g24,06001215400,srprec,OAKLAND,1462,1465
1,06001,215700,g24,06001215700,srprec,OAKLAND,3135,3137
1,06001,215800,g24,06001215800,srprec,OAKLAND,1991,1991
1,06001,335710,g24,06001335710,srprec,OAKLAND,3040,3045
1,06001,223010,g24,06001223010,srprec,OAKLAND,4120,4122
1,06001,224000,g24,06001224000,srprec,OAKLAND,4337,4337
1,06001,224600,g24,06001224600,srprec,OAKLAND,2453,2453
1,06001,224500,g24,06001224500,srprec,OAKLAND,1910,1911
1,06001,224800,g24,06001224800,srprec,OAKLAND,1578,1581
1,06001,245000,g24,06001245000,srprec,OAKLAND,2530,2530
1,06001,225300,g24,06001225300,srprec,OAKLAND,2046,2047
1,06001,225710,g24,06001225710,srprec,OAKLAND,3201,3202
1,06001,225900,g24,06001225900,srprec,OAKLAND,2753,2763
1,06001,244000,g24,06001244000,srprec,OAKLAND,3036,3037
1,06001,244300,g24,06001244300,srprec,OAKLAND,5284,5286
1,06001,345900,g24,06001345900,srprec,OAKLAND,2190,2191
1,06001,260100,g24,06001260100,srprec,ALBANY,3818,3818
1,06001,261300,g24,06001261300,srprec,ALBANY,3845,3847
1,06001,262000,g24,06001262000,srprec,ALBANY,4272,4278
1,06001,280100,g24,06001280100,srprec,PIEDMONT,4594,4604
1,06001,280700,g24,06001280700,srprec,PIEDMONT,4310,4319
1,06001,300130,g24,06001300130,srprec,ALAMEDA,3141,3150
1,06001,300150,g24,06001300150,srprec,ALAMEDA,4659,4659
1,06001,300110,g24,06001300110,srprec,ALAMEDA,2396,2396
1,06001,300300,g24,06001300300,srprec,ALAMEDA,4120,4120
1,06001,302200,g24,06001302200,srprec,ALAMEDA,5002,5005
1,06001,301900,g24,06001301900,srprec,ALAMEDA,5218,5225
1,06001,303800,g24,06001303800,srprec,ALAMEDA,4706,4709
1,06001,302700,g24,06001302700,srprec,ALAMEDA,4272,4273
1,06001,305700,g24,06001305700,srprec,ALAMEDA,4579,4581
1,06001,304800,g24,06001304800,srprec,ALAMEDA,5714,5717
1,06001,305500,g24,06001305500,srprec,ALAMEDA,4106,4108
1,06001,305110,g24,06001305110,srprec,ALAMEDA,4172,4174
1,06001,310000,g24,06001310000,srprec,OAKLAND,4596,4622
1,06001,310120,g24,06001310120,srprec,OAKLAND,30,30
1,06001,311400,g24,06001311400,srprec,OAKLAND,4383,4402
1,06001,310600,g24,06001310600,srprec,OAKLAND,4121,4134
1,06001,335400,g24,06001335400,srprec,OAKLAND,3125,3129
1,06001,323200,g24,06001323200,srprec,OAKLAND,3898,3898
1,06001,325100,g24,06001325100,srprec,OAKLAND,4441,4442
1,06001,325400,g24,06001325400,srprec,OAKLAND,2960,2960
1,06001,335700,g24,06001335700,srprec,OAKLAND,2497,2501
1,06001,325600,g24,06001325600,srprec,OAKLAND,3191,3193
1,06001,333200,g24,06001333200,srprec,OAKLAND,3648,3653
1,06001,333210,g24,06001333210,srprec,OAKLAND,531,542
1,06001,333900,g24,06001333900,srprec,OAKLAND,2146,2150
1,06001,333410,g24,06001333410,srprec,OAKLAND,3367,3376
1,06001,333910,g24,06001333910,srprec,OAKLAND,1148,1157
1,06001,333460,g24,06001333460,srprec,OAKLAND,216,217
1,06001,334000,g24,06001334000,srprec,OAKLAND,2566,2566
1,06001,333810,g24,06001333810,srprec,OAKLAND,1471,1471
1,06001,353310,g24,06001353310,srprec,OAKLAND,3325,3326
1,06001,334510,g24,06001334510,srprec,OAKLAND,211,211
1,06001,334800,g24,06001334800,srprec,OAKLAND,2535,2541
1,06001,334610,g24,06001334610,srprec,OAKLAND,143,143
1,06001,335100,g24,06001335100,srprec,OAKLAND,3815,3838
1,06001,335110,g24,06001335110,srprec,OAKLAND,258,260
1,06001,336710,g24,06001336710,srprec,OAKLAND,3292,3295
1,06001,335810,g24,06001335810,srprec,OAKLAND,225,226
1,06001,336200,g24,06001336200,srprec,OAKLAND,4144,4159
1,06001,336610,g24,06001336610,srprec,OAKLAND,3635,3639
1,06001,336900,g24,06001336900,srprec,OAKLAND,1752,1757
1,06001,344000,g24,06001344000,srprec,OAKLAND,2747,2748
1,06001,344200,g24,06001344200,srprec,OAKLAND,2945,2945
1,06001,345500,g24,06001345500,srprec,OAKLAND,4339,4343
1,06001,344700,g24,06001344700,srprec,OAKLAND,2120,2121
1,06001,344410,g24,06001344410,srprec,OAKLAND,840,840
1,06001,362600,g24,06001362600,srprec,OAKLAND,3726,3727
1,06001,345310,g24,06001345310,srprec,OAKLAND,859,859
1,06001,345320,g24,06001345320,srprec,OAKLAND,21,21
1,06001,345700,g24,06001345700,srprec,OAKLAND,2250,2250
1,06001,345710,g24,06001345710,srprec,OAKLAND,100,100
1,06001,346000,g24,06001346000,srprec,OAKLAND,542,542
1,06001,346100,g24,06001346100,srprec,OAKLAND,2513,2513
1,06001,347200,g24,06001347200,srprec,OAKLAND,3564,3567
1,06001,353900,g24,06001353900,srprec,OAKLAND,3877,3877
1,06001,354400,g24,06001354400,srprec,OAKLAND,2740,2741
1,06001,354100,g24,06001354100,srprec,OAKLAND,1202,1202
1,06001,354910,g24,06001354910,srprec,OAKLAND,3012,3012
1,06001,354300,g24,06001354300,srprec,OAKLAND,1723,1724
1,06001,354700,g24,06001354700,srprec,OAKLAND,3010,3010
1,06001,355100,g24,06001355100,srprec,OAKLAND,2159,2162
1,06001,356000,g24,06001356000,srprec,OAKLAND,4217,4218
1,06001,356410,g24,06001356410,srprec,OAKLAND,2305,2305
1,06001,361100,g24,06001361100,srprec,OAKLAND,350,351
1,06001,361000,g24,06001361000,srprec,OAKLAND,829,829
1,06001,361130,g24,06001361130,srprec,OAKLAND,1334,1334
1,06001,361200,g24,06001361200,srprec,OAKLAND,1637,1640
1,06001,361500,g24,06001361500,srprec,OAKLAND,5760,5766
1,06001,415300,g24,06001415300,srprec,OAKLAND,2161,2163
1,06001,362200,g24,06001362200,srprec,OAKLAND,2049,2051
1,06001,362220,g24,06001362220,srprec,OAKLAND,27,27
1,06001,362510,g24,06001362510,srprec,OAKLAND,1624,1625
1,06001,363000,g24,06001363000,srprec,OAKLAND,2713,2718
1,06001,362500,g24,06001362500,srprec,OAKLAND,1105,1108
1,06001,362800,g24,06001362800,srprec,OAKLAND,2010,2012
1,06001,363200,g24,06001363200,srprec,OAKLAND,2458,2460
1,06001,365200,g24,06001365200,srprec,OAKLAND,2672,2673
1,06001,364200,g24,06001364200,srprec,OAKLAND,1304,1304
1,06001,364020,g24,06001364020,srprec,OAKLAND,11,11
1,06001,364310,g24,06001364310,srprec,OAKLAND,3037,3037
1,06001,364510,g24,06001364510,srprec,OAKLAND,912,912
1,06001,364600,g24,06001364600,srprec,OAKLAND,1495,1496
1,06001,364800,g24,06001364800,srprec,OAKLAND,1734,1736
1,06001,365100,g24,06001365100,srprec,OAKLAND,3665,3665
1,06001,373010,g24,06001373010,srprec,,1,1
1,06001,373100,g24,06001373100,srprec,OAKLAND,862,865
1,06001,410500,g24,06001410500,srprec,OAKLAND,5836,5841
1,06001,410700,g24,06001410700,srprec,OAKLAND,4960,4964
1,06001,380300,g24,06001380300,srprec,EMERYVILLE,3264,3268
1,06001,380400,g24,06001380400,srprec,EMERYVILLE,3864,3873
1,06001,394100,g24,06001394100,srprec,OAKLAND,2,2
1,06001,394200,g24,06001394200,srprec,OAKLAND,2,2
1,06001,400100,g24,06001400100,srprec,OAKLAND,746,746
1,06001,400200,g24,06001400200,srprec,OAKLAND,2368,2369
1,06001,400300,g24,06001400300,srprec,OAKLAND,2034,2036
1,06001,401200,g24,06001401200,srprec,OAKLAND,504,504
1,06001,415800,g24,06001415800,srprec,OAKLAND,3860,3866
1,06001,420030,g24,06001420030,srprec,HAYWARD,136,136
1,06001,420900,g24,06001420900,srprec,HAYWARD,2125,2125
1,06001,420800,g24,06001420800,srprec,HAYWARD,672,673
1,06001,420250,g24,06001420250,srprec,HAYWARD,1671,1671
1,06001,420220,g24,06001420220,srprec,HAYWARD,23,23
1,06001,420300,g24,06001420300,srprec,HAYWARD,205,205
1,06001,420310,g24,06001420310,srprec,HAYWARD,39,40
1,06001,420320,g24,06001420320,srprec,HAYWARD,1,1
1,06001,422000,g24,06001422000,srprec,HAYWARD,4616,4617
1,06001,420710,g24,06001420710,srprec,HAYWARD,60,60
1,06001,422300,g24,06001422300,srprec,HAYWARD,3984,3984
1,06001,432200,g24,06001432200,srprec,HAYWARD,5864,5869
1,06001,421800,g24,06001421800,srprec,HAYWARD,4846,4849
1,06001,422600,g24,06001422600,srprec,HAYWARD,5402,5403
1,06001,422920,g24,06001422920,srprec,HAYWARD,4879,4883
1,06001,423000,g24,06001423000,srprec,HAYWARD,4400,4402
1,06001,423710,g24,06001423710,srprec,HAYWARD,3169,3169
1,06001,432810,g24,06001432810,srprec,HAYWARD,4961,4962
1,06001,423800,g24,06001423800,srprec,HAYWARD,4,6
1,06001,432900,g24,06001432900,srprec,HAYWARD,4509,4511
1,06001,424200,g24,06001424200,srprec,HAYWARD,77,77
1,06001,424600,g24,06001424600,srprec,HAYWARD,2906,2906
1,06001,424310,g24,06001424310,srprec,HAYWARD,39,39
1,06001,424510,g24,06001424510,srprec,HAYWARD,264,264
1,06001,430100,g24,06001430100,srprec,HAYWARD,377,377
1,06001,432100,g24,06001432100,srprec,HAYWARD,4419,4421
1,06001,430400,g24,06001430400,srprec,HAYWARD,594,594
1,06001,430430,g24,06001430430,srprec,HAYWARD,136,136
1,06001,430420,g24,06001430420,srprec,HAYWARD,1,1
1,06001,430500,g24,06001430500,srprec,HAYWARD,2,2
1,06001,430600,g24,06001430600,srprec,HAYWARD,2939,2941
1,06001,430700,g24,06001430700,srprec,CASTRO VALLEY,490,504
1,06001,430720,g24,06001430720,srprec,CASTRO VALLEY,181,182
1,06001,430800,g24,06001430800,srprec,HAYWARD,989,989
1,06001,431100,g24,06001431100,srprec,HAYWARD,1684,1685
1,06001,431110,g24,06001431110,srprec,HAYWARD,15,15
1,06001,431120,g24,06001431120,srprec,HAYWARD,6,6
1,06001,431500,g24,06001431500,srprec,HAYWARD,198,198
1,06001,431300,g24,06001431300,srprec,HAYWARD,116,116
1,06001,431610,g24,06001431610,srprec,HAYWARD,43,43
1,06001,431700,g24,06001431700,srprec,HAYWARD,246,246
1,06001,431730,g24,06001431730,srprec,HAYWARD,82,82
1,06001,431800,g24,06001431800,srprec,HAYWARD,1670,1670
1,06001,432600,g24,06001432600,srprec,HAYWARD,4405,4407
1,06001,433200,g24,06001433200,srprec,HAYWARD,2969,2969
1,06001,433400,g24,06001433400,srprec,HAYWARD,3417,3417
1,06001,433630,g24,06001433630,srprec,HAYWARD,1316,1316
1,06001,433800,g24,06001433800,srprec,HAYWARD,776,776
1,06001,438200,g24,06001438200,srprec,CASTRO VALLEY,11,11
1,06001,438300,g24,06001438300,srprec,CASTRO VALLEY,2,2
1,06001,438500,g24,06001438500,srprec,PLEASANTON,8,8
1,06001,440300,g24,06001440300,srprec,SAN LORENZO,4381,4381
1,06001,440200,g24,06001440200,srprec,SAN LORENZO,2373,2373
1,06001,440210,g24,06001440210,srprec,SAN LORENZO,124,124
1,06001,483000,g24,06001483000,srprec,HAYWARD,2270,3011
1,06001,440900,g24,06001440900,srprec,SAN LORENZO,3046,3047
1,06001,441300,g24,06001441300,srprec,SAN LORENZO,928,930
1,06001,442000,g24,06001442000,srprec,SAN LORENZO,557,557
1,06001,442200,g24,06001442200,srprec,HAYWARD,1164,1924
1,06001,443100,g24,06001443100,srprec,SAN LORENZO,2894,4600
1,06001,443000,g24,06001443000,srprec,SAN LORENZO,830,1567
1,06001,443500,g24,06001443500,srprec,SAN LEANDRO,4001,4001
1,06001,443700,g24,06001443700,srprec,SAN LEANDRO,486,486
1,06001,443800,g24,06001443800,srprec,SAN LEANDRO,346,346
1,06001,447010,g24,06001447010,srprec,SAN LEANDRO,4,4
1,06001,447100,g24,06001447100,srprec,SAN LEANDRO,35,35
1,06001,447200,g24,06001447200,srprec,SAN LEANDRO,1007,1007
1,06001,447210,g24,06001447210,srprec,CASTRO VALLEY,7,7
1,06001,447300,g24,06001447300,srprec,CASTRO VALLEY,240,335
1,06001,447600,g24,06001447600,srprec,SAN LEANDRO,1439,1847
1,06001,447510,g24,06001447510,srprec,SAN LEANDRO,39,39
1,06001,447700,g24,06001447700,srprec,CASTRO VALLEY,416,416
1,06001,447730,g24,06001447730,srprec,SAN LEANDRO,64,73
1,06001,450200,g24,06001450200,srprec,SAN LEANDRO,1859,1859
1,06001,450500,g24,06001450500,srprec,SAN LEANDRO,3469,3471
1,06001,450610,g24,06001450610,srprec,SAN LEANDRO,1054,1054
1,06001,450800,g24,06001450800,srprec,SAN LEANDRO,1382,1382
1,06001,450820,g24,06001450820,srprec,SAN LEANDRO,2,2
1,06001,450930,g24,06001450930,srprec,SAN LEANDRO,6,6
1,06001,451000,g24,06001451000,srprec,SAN LEANDRO,1311,1311
1,06001,451600,g24,06001451600,srprec,SAN LEANDRO,2541,2541
1,06001,451900,g24,06001451900,srprec,SAN LEANDRO,1376,1378
1,06001,452400,g24,06001452400,srprec,SAN LEANDRO,4237,4238
1,06001,456200,g24,06001456200,srprec,SAN LEANDRO,2246,2246
1,06001,453200,g24,06001453200,srprec,SAN LEANDRO,24,24
1,06001,453300,g24,06001453300,srprec,SAN LEANDRO,874,874
1,06001,458800,g24,06001458800,srprec,SAN LEANDRO,2406,2406
1,06001,453500,g24,06001453500,srprec,SAN LEANDRO,2533,2534
1,06001,453600,g24,06001453600,srprec,SAN LEANDRO,638,642
1,06001,453900,g24,06001453900,srprec,SAN LEANDRO,588,588
1,06001,453940,g24,06001453940,srprec,SAN LEANDRO,1233,1233
1,06001,453920,g24,06001453920,srprec,SAN LEANDRO,1038,1038
1,06001,454100,g24,06001454100,srprec,SAN LEANDRO,82,82
1,06001,454220,g24,06001454220,srprec,SAN LEANDRO,66,66
1,06001,454500,g24,06001454500,srprec,SAN LEANDRO,1022,1023
1,06001,454520,g24,06001454520,srprec,,4,4
1,06001,455100,g24,06001455100,srprec,SAN LEANDRO,831,832
1,06001,455300,g24,06001455300,srprec,SAN LEANDRO,2225,2227
1,06001,454700,g24,06001454700,srprec,SAN LEANDRO,381,381
1,06001,455400,g24,06001455400,srprec,SAN LEANDRO,2344,2344
1,06001,455700,g24,06001455700,srprec,SAN LEANDRO,560,560
1,06001,456100,g24,06001456100,srprec,SAN LEANDRO,2104,2105
1,06001,456500,g24,06001456500,srprec,SAN LEANDRO,790,790
1,06001,456700,g24,06001456700,srprec,SAN LEANDRO,1641,1641
1,06001,456610,g24,06001456610,srprec,SAN LEANDRO,16,16
1,06001,456620,g24,06001456620,srprec,SAN LEANDRO,58,58
1,06001,456910,g24,06001456910,srprec,SAN LEANDRO,210,210
1,06001,457300,g24,06001457300,srprec,SAN LEANDRO,3150,3150
1,06001,457500,g24,06001457500,srprec,SAN LEANDRO,2801,2801
1,06001,458400,g24,06001458400,srprec,SAN LEANDRO,2922,2926
1,06001,458900,g24,06001458900,srprec,SAN LEANDRO,880,883
1,06001,464000,g24,06001464000,srprec,OAKLAND,2,2
1,06001,464220,g24,06001464220,srprec,OAKLAND,1,1
1,06001,464500,g24,06001464500,srprec,CASTRO VALLEY,65,65
1,06001,464660,g24,06001464660,srprec,CASTRO VALLEY,179,179
1,06001,475500,g24,06001475500,srprec,CASTRO VALLEY,3506,3506
1,06001,475020,g24,06001475020,srprec,CASTRO VALLEY,430,431
1,06001,464670,g24,06001464670,srprec,CASTRO VALLEY,42,42
1,06001,470100,g24,06001470100,srprec,CASTRO VALLEY,218,218
1,06001,470600,g24,06001470600,srprec,CASTRO VALLEY,2325,2325
1,06001,470700,g24,06001470700,srprec,CASTRO VALLEY,485,485
1,06001,470800,g24,06001470800,srprec,CASTRO VALLEY,1371,1372
1,06001,474600,g24,06001474600,srprec,CASTRO VALLEY,3920,3923
1,06001,472200,g24,06001472200,srprec,CASTRO VALLEY,2937,2939
1,06001,471900,g24,06001471900,srprec,CASTRO VALLEY,3009,3470
1,06001,472300,g24,06001472300,srprec,CASTRO VALLEY,2323,2325
1,06001,473010,g24,06001473010,srprec,CASTRO VALLEY,3220,3220
1,06001,472610,g24,06001472610,srprec,CASTRO VALLEY,3257,3257
1,06001,472920,g24,06001472920,srprec,CASTRO VALLEY,2,2
1,06001,474200,g24,06001474200,srprec,CASTRO VALLEY,2185,2185
1,06001,473900,g24,06001473900,srprec,CASTRO VALLEY,1831,1831
1,06001,474010,g24,06001474010,srprec,CASTRO VALLEY,1271,1271
1,06001,475100,g24,06001475100,srprec,CASTRO VALLEY,1355,1355
1,06001,475200,g24,06001475200,srprec,CASTRO VALLEY,1157,1158
1,06001,492000,g24,06001492000,srprec,CASTRO VALLEY,164,164
1,06001,475600,g24,06001475600,srprec,CASTRO VALLEY,48,48
1,06001,475700,g24,06001475700,srprec,CASTRO VALLEY,5,5
1,06001,476100,g24,06001476100,srprec,CASTRO VALLEY,2436,2436
1,06001,490040,g24,06001490040,srprec,HAYWARD,98,110
1,06001,476160,g24,06001476160,srprec,HAYWARD,3,3
1,06001,481200,g24,06001481200,srprec,HAYWARD,2012,2220
1,06001,481500,g24,06001481500,srprec,HAYWARD,3345,3347
1,06001,482000,g24,06001482000,srprec,HAYWARD,224,224
1,06001,481900,g24,06001481900,srprec,HAYWARD,756,756
1,06001,481940,g24,06001481940,srprec,HAYWARD,18,18
1,06001,482040,g24,06001482040,srprec,HAYWARD,5,5
1,06001,482050,g24,06001482050,srprec,HAYWARD,16,16
1,06001,490100,g24,06001490100,srprec,CASTRO VALLEY,67,67
1,06001,491000,g24,06001491000,srprec,HAYWARD,2787,2787
1,06001,491010,g24,06001491010,srprec,HAYWARD,4,4
1,06001,491300,g24,06001491300,srprec,HAYWARD,3275,3276
1,06001,491410,g24,06001491410,srprec,HAYWARD,2,2
1,06001,491600,g24,06001491600,srprec,HAYWARD,1147,1147
1,06001,491630,g24,06001491630,srprec,HAYWARD,150,150
1,06001,815140,g24,06001815140,srprec,CASTRO VALLEY,32,32
1,06001,492110,g24,06001492110,srprec,HAYWARD,8,8
1,06001,819010,g24,06001819010,srprec,CASTRO VALLEY,34,34
1,06001,498300,g24,06001498300,srprec,CASTRO VALLEY,72,72
1,06001,498310,g24,06001498310,srprec,CASTRO VALLEY,1,1
1,06001,866800,g24,06001866800,srprec,SUNOL,550,550
1,06001,500200,g24,06001500200,srprec,LIVERMORE,4266,4270
1,06001,500110,g24,06001500110,srprec,LIVERMORE,5775,5777
1,06001,500300,g24,06001500300,srprec,LIVERMORE,3853,3853
1,06001,500350,g24,06001500350,srprec,LIVERMORE,4707,4707
1,06001,500800,g24,06001500800,srprec,LIVERMORE,4161,4161
1,06001,502500,g24,06001502500,srprec,LIVERMORE,5126,5129
1,06001,501420,g24,06001501420,srprec,LIVERMORE,2274,2275
1,06001,501410,g24,06001501410,srprec,LIVERMORE,1621,1621
1,06001,501610,g24,06001501610,srprec,LIVERMORE,5545,5545
1,06001,501910,g24,06001501910,srprec,LIVERMORE,4305,4305
1,06001,501900,g24,06001501900,srprec,LIVERMORE,59,59
1,06001,502020,g24,06001502020,srprec,LIVERMORE,3876,3877
1,06001,502300,g24,06001502300,srprec,LIVERMORE,3745,3749
1,06001,502900,g24,06001502900,srprec,LIVERMORE,4824,4824
1,06001,502740,g24,06001502740,srprec,LIVERMORE,3139,3162
1,06001,510100,g24,06001510100,srprec,LIVERMORE,248,249
1,06001,510120,g24,06001510120,srprec,LIVERMORE,6,6
1,06001,510300,g24,06001510300,srprec,LIVERMORE,579,580
1,06001,510400,g24,06001510400,srprec,TRACY,79,144
1,06001,510500,g24,06001510500,srprec,LIVERMORE,582,583
1,06001,510730,g24,06001510730,srprec,LIVERMORE,6,6
1,06001,510840,g24,06001510840,srprec,LIVERMORE,122,122
1,06001,520000,g24,06001520000,srprec,PLEASANTON,1188,1190
1,06001,520110,g24,06001520110,srprec,PLEASANTON,1979,1979
1,06001,520500,g24,06001520500,srprec,PLEASANTON,4088,4089
1,06001,520220,g24,06001520220,srprec,PLEASANTON,2852,2852
1,06001,520230,g24,06001520230,srprec,PLEASANTON,1395,1395
1,06001,520240,g24,06001520240,srprec,PLEASANTON,1624,1624
1,06001,520250,g24,06001520250,srprec,PLEASANTON,468,468
1,06001,520400,g24,06001520400,srprec,PLEASANTON,1262,1262
1,06001,520410,g24,06001520410,srprec,PLEASANTON,127,127
1,06001,520640,g24,06001520640,srprec,PLEASANTON,2081,2083
1,06001,520510,g24,06001520510,srprec,PLEASANTON,554,554
1,06001,520600,g24,06001520600,srprec,PLEASANTON,417,424
1,06001,520630,g24,06001520630,srprec,PLEASANTON,684,684
1,06001,520760,g24,06001520760,srprec,PLEASANTON,1336,1336
1,06001,520710,g24,06001520710,srprec,PLEASANTON,1251,1251
1,06001,520720,g24,06001520720,srprec,PLEASANTON,86,86
1,06001,520770,g24,06001520770,srprec,PLEASANTON,18,18
1,06001,520860,g24,06001520860,srprec,PLEASANTON,2743,2748
1,06001,520810,g24,06001520810,srprec,PLEASANTON,1888,1890
1,06001,522100,g24,06001522100,srprec,PLEASANTON,2833,2834
1,06001,520850,g24,06001520850,srprec,PLEASANTON,1012,1012
1,06001,521200,g24,06001521200,srprec,PLEASANTON,1855,1855
1,06001,521500,g24,06001521500,srprec,PLEASANTON,2797,2798
1,06001,522010,g24,06001522010,srprec,PLEASANTON,3007,3007
1,06001,522180,g24,06001522180,srprec,PLEASANTON,1740,1740
1,06001,522160,g24,06001522160,srprec,PLEASANTON,591,591
1,06001,523700,g24,06001523700,srprec,PLEASANTON,2930,2930
1,06001,523200,g24,06001523200,srprec,PLEASANTON,2741,2741
1,06001,523100,g24,06001523100,srprec,PLEASANTON,573,573
1,06001,523120,g24,06001523120,srprec,PLEASANTON,786,786
1,06001,523720,g24,06001523720,srprec,PLEASANTON,1078,1078
1,06001,532100,g24,06001532100,srprec,DUBLIN,2,2
1,06001,535040,g24,06001535040,srprec,LIVERMORE,2,2
1,06001,535300,g24,06001535300,srprec,PLEASANTON,99,99
1,06001,535400,g24,06001535400,srprec,PLEASANTON,9,9
1,06001,535500,g24,06001535500,srprec,PLEASANTON,7,7
1,06001,540700,g24,06001540700,srprec,DUBLIN,3739,3739
1,06001,540400,g24,06001540400,srprec,DUBLIN,914,914
1,06001,540600,g24,06001540600,srprec,DUBLIN,3593,3593
1,06001,542000,g24,06001542000,srprec,DUBLIN,2110,2111
1,06001,542100,g24,06001542100,srprec,DUBLIN,476,476
1,06001,545500,g24,06001545500,srprec,DUBLIN,2585,2585
1,06001,542300,g24,06001542300,srprec,DUBLIN,250,250
1,06001,542310,g24,06001542310,srprec,DUBLIN,77,77
1,06001,543300,g24,06001543300,srprec,DUBLIN,1727,1728
1,06001,546200,g24,06001546200,srprec,DUBLIN,3092,3097
1,06001,544200,g24,06001544200,srprec,DUBLIN,963,963
1,06001,546010,g24,06001546010,srprec,DUBLIN,4,4
1,06001,546100,g24,06001546100,srprec,DUBLIN,3776,3779
1,06001,547720,g24,06001547720,srprec,DUBLIN,4258,4258
1,06001,546710,g24,06001546710,srprec,DUBLIN,203,203
1,06001,547900,g24,06001547900,srprec,DUBLIN,2766,2772
1,06001,547760,g24,06001547760,srprec,DUBLIN,2898,2898
1,06001,547770,g24,06001547770,srprec,DUBLIN,2322,2322
1,06001,547910,g24,06001547910,srprec,DUBLIN,448,448
1,06001,547930,g24,06001547930,srprec,DUBLIN,387,387
1,06001,490200,g24,06001490200,srprec,HAYWARD,1,1
1,06001,819100,g24,06001819100,srprec,CASTRO VALLEY,2,2
1,06001,822900,g24,06001822900,srprec,UNION CITY,530,530
1,06001,821120,g24,06001821120,srprec,UNION CITY,1625,1625
1,06001,821110,g24,06001821110,srprec,UNION CITY,2368,2368
1,06001,821210,g24,06001821210,srprec,UNION CITY,3287,3287
1,06001,821230,g24,06001821230,srprec,UNION CITY,145,147
1,06001,821700,g24,06001821700,srprec,UNION CITY,3492,3492
1,06001,823300,g24,06001823300,srprec,UNION CITY,2336,2337
1,06001,823500,g24,06001823500,srprec,UNION CITY,2184,2184
1,06001,821800,g24,06001821800,srprec,UNION CITY,4378,4378
1,06001,821900,g24,06001821900,srprec,UNION CITY,3634,3634
1,06001,821920,g24,06001821920,srprec,UNION CITY,231,231
1,06001,823710,g24,06001823710,srprec,UNION CITY,3643,3643
1,06001,822200,g24,06001822200,srprec,UNION CITY,4749,4749
1,06001,823200,g24,06001823200,srprec,UNION CITY,2778,2780
1,06001,823400,g24,06001823400,srprec,UNION CITY,2542,2543
1,06001,823720,g24,06001823720,srprec,UNION CITY,1031,1031
1,06001,824100,g24,06001824100,srprec,UNION CITY,1916,1916
1,06001,831000,g24,06001831000,srprec,FREMONT,4800,4800
1,06001,830500,g24,06001830500,srprec,FREMONT,4374,4374
1,06001,830320,g24,06001830320,srprec,FREMONT,3087,3087
1,06001,830400,g24,06001830400,srprec,FREMONT,1,1
1,06001,830410,g24,06001830410,srprec,,1,1
