COUNTY,FIPS,SRPREC,ELECTION,SRPREC_KEY,GEO_TYPE,CITY,N_IN_CITY,N
30,06059,07181,g24,0605907181,srprec,BUENA PARK,60,60
30,06059,07182,g24,0605907182,srprec,BUENA PARK,4020,4045
30,06059,07183,g24,0605907183,srprec,BUENA PARK,1,1
30,06059,07185,g24,0605907185,srprec,BUENA PARK,483,483
30,06059,07186,g24,0605907186,srprec,BUENA PARK,411,411
30,06059,07187,g24,0605907187,srprec,BUENA PARK,206,206
30,06059,07801,g24,0605907801,srprec,BUENA PARK,193,193
30,06059,07802,g24,0605907802,srprec,BUENA PARK,202,202
30,06059,07803,g24,0605907803,srprec,BUENA PARK,584,584
30,06059,07804,g24,0605907804,srprec,BUENA PARK,78,78
30,06059,07805,g24,0605907805,srprec,BUENA PARK,406,406
30,06059,07806,g24,0605907806,srprec,BUENA PARK,216,216
30,06059,07807,g24,0605907807,srprec,BUENA PARK,162,162
30,06059,07808,g24,0605907808,srprec,BUENA PARK,616,616
30,06059,07809,g24,0605907809,srprec,BUENA PARK,649,649
30,06059,07810,g24,0605907810,srprec,BUENA PARK,418,418
30,06059,07811,g24,0605907811,srprec,BUENA PARK,1432,1432
30,06059,07813,g24,0605907813,srprec,BUENA PARK,483,483
30,06059,07814,g24,0605907814,srprec,BUENA PARK,178,178
30,06059,07815,g24,0605907815,srprec,BUENA PARK,168,168
30,06059,07816,g24,0605907816,srprec,BUENA PARK,399,399
30,06059,07817,g24,0605907817,srprec,BUENA PARK,253,253
30,06059,07818,g24,0605907818,srprec,BUENA PARK,429,429
30,06059,07819,g24,0605907819,srprec,BUENA PARK,374,374
30,06059,07820,g24,0605907820,srprec,BUENA PARK,321,321
30,06059,10315,g24,0605910315,srprec,CYPRESS,91,129
30,06059,10316,g24,0605910316,srprec,CYPRESS,2032,2032
30,06059,10317,g24,0605910317,srprec,CYPRESS,1084,1084
30,06059,10319,g24,0605910319,srprec,CYPRESS,3246,3246
30,06059,10320,g24,0605910320,srprec,CYPRESS,2018,2018
30,06059,10325,g24,0605910325,srprec,CYPRESS,1658,1658
30,06059,10326,g24,0605910326,srprec,CYPRESS,550,550
30,06059,10333,g24,0605910333,srprec,CYPRESS,1086,1086
30,06059,10337,g24,0605910337,srprec,CYPRESS,1205,1205
30,06059,10338,g24,0605910338,srprec,CYPRESS,1343,1343
30,06059,10340,g24,0605910340,srprec,CYPRESS,1718,1718
30,06059,10342,g24,0605910342,srprec,CYPRESS,33,33
30,06059,10361,g24,0605910361,srprec,CYPRESS,2103,2103
30,06059,10362,g24,0605910362,srprec,CYPRESS,1035,1035
30,06059,10364,g24,0605910364,srprec,CYPRESS,1839,1839
30,06059,10367,g24,0605910367,srprec,CYPRESS,1787,1787
30,06059,10374,g24,0605910374,srprec,CYPRESS,442,442
30,06059,10380,g24,0605910380,srprec,CYPRESS,2134,2134
30,06059,10383,g24,0605910383,srprec,CYPRESS,137,137
30,06059,10388,g24,0605910388,srprec,CYPRESS,883,883
30,06059,10800,g24,0605910800,srprec,CYPRESS,1377,1377
30,06059,10801,g24,0605910801,srprec,CYPRESS,196,196
30,06059,10808,g24,0605910808,srprec,CYPRESS,169,169
30,06059,10809,g24,0605910809,srprec,CYPRESS,502,502
30,06059,10810,g24,0605910810,srprec,CYPRESS,1047,1047
30,06059,10811,g24,0605910811,srprec,CYPRESS,1130,1130
30,06059,10812,g24,0605910812,srprec,CYPRESS,2,2
30,06059,10813,g24,0605910813,srprec,CYPRESS,1077,1077
30,06059,11041,g24,0605911041,srprec,LA PALMA,1222,1222
30,06059,11043,g24,0605911043,srprec,LA PALMA,635,635
30,06059,11075,g24,0605911075,srprec,CYPRESS,72,143
30,06059,11351,g24,0605911351,srprec,LA PALMA,753,753
30,06059,11355,g24,0605911355,srprec,LA PALMA,1128,1128
30,06059,11357,g24,0605911357,srprec,LA PALMA,47,47
30,06059,11360,g24,0605911360,srprec,LA PALMA,60,60
30,06059,11362,g24,0605911362,srprec,LA PALMA,424,424
30,06059,11801,g24,0605911801,srprec,LA PALMA,1065,1065
30,06059,11802,g24,0605911802,srprec,LA PALMA,875,875
30,06059,11805,g24,0605911805,srprec,LA PALMA,578,578
30,06059,11806,g24,0605911806,srprec,LA PALMA,789,789
30,06059,11807,g24,0605911807,srprec,LA PALMA,11,11
30,06059,11808,g24,0605911808,srprec,LA PALMA,394,394
30,06059,11809,g24,0605911809,srprec,LA PALMA,389,389
30,06059,11810,g24,0605911810,srprec,LA PALMA,407,407
30,06059,11811,g24,0605911811,srprec,LA PALMA,521,521
30,06059,11812,g24,0605911812,srprec,LA PALMA,365,365
30,06059,11813,g24,0605911813,srprec,LA PALMA,195,195
30,06059,13030,g24,0605913030,srprec,FULLERTON,62,62
30,06059,13031,g24,0605913031,srprec,FULLERTON,4,4
30,06059,13032,g24,0605913032,srprec,FULLERTON,378,378
30,06059,13033,g24,0605913033,srprec,FULLERTON,774,774
30,06059,13034,g24,0605913034,srprec,FULLERTON,1,1
30,06059,13035,g24,0605913035,srprec,FULLERTON,252,252
30,06059,13036,g24,0605913036,srprec,FULLERTON,121,121
30,06059,13038,g24,0605913038,srprec,FULLERTON,1438,1438
30,06059,13041,g24,0605913041,srprec,FULLERTON,1988,1988
30,06059,13042,g24,0605913042,srprec,FULLERTON,208,208
30,06059,13043,g24,0605913043,srprec,FULLERTON,2223,2223
30,06059,13044,g24,0605913044,srprec,FULLERTON,2017,2017
30,06059,13047,g24,0605913047,srprec,FULLERTON,3411,3411
30,06059,13053,g24,0605913053,srprec,FULLERTON,3760,3760
30,06059,13057,g24,0605913057,srprec,FULLERTON,3370,3370
30,06059,13061,g24,0605913061,srprec,FULLERTON,451,451
30,06059,13063,g24,0605913063,srprec,FULLERTON,2226,2226
30,06059,13064,g24,0605913064,srprec,FULLERTON,434,434
30,06059,13065,g24,0605913065,srprec,FULLERTON,795,795
30,06059,13069,g24,0605913069,srprec,FULLERTON,1247,1247
30,06059,13074,g24,0605913074,srprec,FULLERTON,1895,2112
30,06059,13076,g24,0605913076,srprec,FULLERTON,634,634
30,06059,13077,g24,0605913077,srprec,FULLERTON,950,950
30,06059,13078,g24,0605913078,srprec,FULLERTON,1061,1061
30,06059,13080,g24,0605913080,srprec,FULLERTON,1726,1726
30,06059,13082,g24,0605913082,srprec,FULLERTON,2562,2562
30,06059,13086,g24,0605913086,srprec,FULLERTON,3005,3005
30,06059,13096,g24,0605913096,srprec,FULLERTON,3853,3853
30,06059,13098,g24,0605913098,srprec,FULLERTON,1900,1900
30,06059,13099,g24,0605913099,srprec,FULLERTON,1731,1731
30,06059,13101,g24,0605913101,srprec,FULLERTON,171,171
30,06059,13102,g24,0605913102,srprec,FULLERTON,581,581
30,06059,13205,g24,0605913205,srprec,FULLERTON,1129,1129
30,06059,13208,g24,0605913208,srprec,FULLERTON,1267,1267
30,06059,13215,g24,0605913215,srprec,FULLERTON,186,186
30,06059,13216,g24,0605913216,srprec,FULLERTON,245,245
30,06059,13218,g24,0605913218,srprec,FULLERTON,393,393
30,06059,13220,g24,0605913220,srprec,FULLERTON,2042,2042
30,06059,13221,g24,0605913221,srprec,FULLERTON,472,472
30,06059,13227,g24,0605913227,srprec,FULLERTON,1367,1367
30,06059,13231,g24,0605913231,srprec,FULLERTON,630,652
30,06059,13307,g24,0605913307,srprec,FULLERTON,329,329
30,06059,13375,g24,0605913375,srprec,FULLERTON,125,125
30,06059,13376,g24,0605913376,srprec,FULLERTON,1622,1622
30,06059,13377,g24,0605913377,srprec,FULLERTON,3781,3781
30,06059,13379,g24,0605913379,srprec,FULLERTON,195,195
30,06059,13380,g24,0605913380,srprec,FULLERTON,3,3
30,06059,13383,g24,0605913383,srprec,FULLERTON,885,885
30,06059,13395,g24,0605913395,srprec,FULLERTON,1022,1022
30,06059,13396,g24,0605913396,srprec,FULLERTON,3352,3352
30,06059,13398,g24,0605913398,srprec,FULLERTON,1506,1506
30,06059,13416,g24,0605913416,srprec,FULLERTON,348,348
30,06059,13431,g24,0605913431,srprec,FULLERTON,1907,1907
30,06059,13432,g24,0605913432,srprec,FULLERTON,1473,1473
30,06059,13434,g24,0605913434,srprec,FULLERTON,201,201
30,06059,13460,g24,0605913460,srprec,FULLERTON,423,423
30,06059,13461,g24,0605913461,srprec,FULLERTON,877,877
30,06059,13463,g24,0605913463,srprec,FULLERTON,1135,1135
30,06059,13467,g24,0605913467,srprec,FULLERTON,1,1
30,06059,13800,g24,0605913800,srprec,FULLERTON,5,5
30,06059,13804,g24,0605913804,srprec,FULLERTON,98,98
30,06059,13806,g24,0605913806,srprec,FULLERTON,43,43
30,06059,13807,g24,0605913807,srprec,FULLERTON,55,55
30,06059,13808,g24,0605913808,srprec,FULLERTON,408,408
30,06059,13809,g24,0605913809,srprec,FULLERTON,86,86
30,06059,13810,g24,0605913810,srprec,FULLERTON,4,4
30,06059,13812,g24,0605913812,srprec,FULLERTON,208,208
30,06059,13813,g24,0605913813,srprec,FULLERTON,76,76
30,06059,13814,g24,0605913814,srprec,FULLERTON,464,464
30,06059,13815,g24,0605913815,srprec,FULLERTON,672,672
30,06059,13817,g24,0605913817,srprec,FULLERTON,689,689
30,06059,13819,g24,0605913819,srprec,FULLERTON,103,103
30,06059,13820,g24,0605913820,srprec,FULLERTON,417,417
30,06059,13822,g24,0605913822,srprec,FULLERTON,305,305
30,06059,13823,g24,0605913823,srprec,FULLERTON,626,626
30,06059,13824,g24,0605913824,srprec,FULLERTON,599,599
30,06059,13832,g24,0605913832,srprec,FULLERTON,22,22
30,06059,13833,g24,0605913833,srprec,FULLERTON,674,674
30,06059,13834,g24,0605913834,srprec,FULLERTON,488,488
30,06059,13835,g24,0605913835,srprec,FULLERTON,795,795
30,06059,13836,g24,0605913836,srprec,FULLERTON,383,383
30,06059,13837,g24,0605913837,srprec,FULLERTON,319,319
30,06059,13838,g24,0605913838,srprec,FULLERTON,212,212
30,06059,14002,g24,0605914002,srprec,GARDEN GROVE,2922,2922
30,06059,14005,g24,0605914005,srprec,GARDEN GROVE,837,837
30,06059,14009,g24,0605914009,srprec,GARDEN GROVE,1547,1547
30,06059,14012,g24,0605914012,srprec,GARDEN GROVE,2209,2209
30,06059,14014,g24,0605914014,srprec,GARDEN GROVE,2235,2258
30,06059,14018,g24,0605914018,srprec,GARDEN GROVE,1743,1743
30,06059,14020,g24,0605914020,srprec,GARDEN GROVE,3079,3151
30,06059,14026,g24,0605914026,srprec,GARDEN GROVE,2349,2350
30,06059,14031,g24,0605914031,srprec,GARDEN GROVE,3291,3291
30,06059,14033,g24,0605914033,srprec,GARDEN GROVE,1974,1974
30,06059,14036,g24,0605914036,srprec,GARDEN GROVE,1690,1690
30,06059,14037,g24,0605914037,srprec,GARDEN GROVE,3371,3371
30,06059,14040,g24,0605914040,srprec,GARDEN GROVE,3137,3137
30,06059,14044,g24,0605914044,srprec,GARDEN GROVE,480,480
30,06059,14045,g24,0605914045,srprec,GARDEN GROVE,16,16
30,06059,14046,g24,0605914046,srprec,GARDEN GROVE,14,14
30,06059,14047,g24,0605914047,srprec,GARDEN GROVE,2894,2894
30,06059,14053,g24,0605914053,srprec,GARDEN GROVE,1832,1832
30,06059,14058,g24,0605914058,srprec,GARDEN GROVE,1670,1670
30,06059,14061,g24,0605914061,srprec,GARDEN GROVE,1870,1870
30,06059,14065,g24,0605914065,srprec,GARDEN GROVE,2,2
30,06059,14066,g24,0605914066,srprec,GARDEN GROVE,1183,1244
30,06059,14069,g24,0605914069,srprec,GARDEN GROVE,1705,1705
30,06059,14071,g24,0605914071,srprec,GARDEN GROVE,2581,2581
30,06059,14075,g24,0605914075,srprec,GARDEN GROVE,3760,3760
30,06059,14078,g24,0605914078,srprec,GARDEN GROVE,2370,2370
30,06059,14082,g24,0605914082,srprec,GARDEN GROVE,5,5
30,06059,14086,g24,0605914086,srprec,GARDEN GROVE,3263,3263
30,06059,14218,g24,0605914218,srprec,GARDEN GROVE,615,615
30,06059,14221,g24,0605914221,srprec,GARDEN GROVE,2799,3032
30,06059,14229,g24,0605914229,srprec,GARDEN GROVE,3628,3628
30,06059,14235,g24,0605914235,srprec,GARDEN GROVE,1644,1718
30,06059,14236,g24,0605914236,srprec,GARDEN GROVE,3362,3362
30,06059,14237,g24,0605914237,srprec,GARDEN GROVE,2813,2961
30,06059,14244,g24,0605914244,srprec,GARDEN GROVE,1198,1198
30,06059,14247,g24,0605914247,srprec,GARDEN GROVE,655,679
30,06059,14249,g24,0605914249,srprec,GARDEN GROVE,1829,1837
30,06059,14251,g24,0605914251,srprec,GARDEN GROVE,1594,1600
30,06059,14274,g24,0605914274,srprec,GARDEN GROVE,1,1
30,06059,14275,g24,0605914275,srprec,GARDEN GROVE,1151,1151
30,06059,14282,g24,0605914282,srprec,GARDEN GROVE,318,318
30,06059,14285,g24,0605914285,srprec,ANAHEIM,79,79
30,06059,14291,g24,0605914291,srprec,GARDEN GROVE,148,148
30,06059,14293,g24,0605914293,srprec,GARDEN GROVE,648,648
30,06059,14295,g24,0605914295,srprec,GARDEN GROVE,1065,1065
30,06059,14297,g24,0605914297,srprec,GARDEN GROVE,1445,1445
30,06059,14298,g24,0605914298,srprec,GARDEN GROVE,838,838
30,06059,14308,g24,0605914308,srprec,GARDEN GROVE,1327,1327
30,06059,14316,g24,0605914316,srprec,GARDEN GROVE,1579,1581
30,06059,14317,g24,0605914317,srprec,GARDEN GROVE,3676,3676
30,06059,14800,g24,0605914800,srprec,GARDEN GROVE,535,535
30,06059,14801,g24,0605914801,srprec,GARDEN GROVE,258,258
30,06059,14802,g24,0605914802,srprec,GARDEN GROVE,73,73
30,06059,14804,g24,0605914804,srprec,GARDEN GROVE,248,248
30,06059,14805,g24,0605914805,srprec,GARDEN GROVE,559,559
30,06059,14808,g24,0605914808,srprec,GARDEN GROVE,1,1
30,06059,14809,g24,0605914809,srprec,GARDEN GROVE,1220,1220
30,06059,14818,g24,0605914818,srprec,GARDEN GROVE,1,1
30,06059,14820,g24,0605914820,srprec,GARDEN GROVE,2612,2612
30,06059,14821,g24,0605914821,srprec,GARDEN GROVE,111,111
30,06059,14823,g24,0605914823,srprec,GARDEN GROVE,1036,1036
30,06059,16101,g24,0605916101,srprec,ANAHEIM,1071,1148
30,06059,16106,g24,0605916106,srprec,ANAHEIM,246,246
30,06059,16109,g24,0605916109,srprec,ANAHEIM,98,98
30,06059,16800,g24,0605916800,srprec,ANAHEIM,4,7
30,06059,17251,g24,0605917251,srprec,LA HABRA,3501,3501
30,06059,17255,g24,0605917255,srprec,LA HABRA,3164,3164
30,06059,17258,g24,0605917258,srprec,LA HABRA,2026,2026
30,06059,17260,g24,0605917260,srprec,LA HABRA,1222,1222
30,06059,17261,g24,0605917261,srprec,LA HABRA,881,881
30,06059,17263,g24,0605917263,srprec,LA HABRA,133,133
30,06059,17266,g24,0605917266,srprec,LA HABRA,1081,1081
30,06059,17271,g24,0605917271,srprec,LA HABRA,1079,1079
30,06059,17272,g24,0605917272,srprec,LA HABRA,1517,1517
30,06059,17274,g24,0605917274,srprec,LA HABRA,2613,2613
30,06059,17278,g24,0605917278,srprec,LA HABRA,1004,1004
30,06059,17279,g24,0605917279,srprec,LA HABRA,1498,1498
30,06059,17281,g24,0605917281,srprec,LA HABRA,2065,2065
30,06059,17286,g24,0605917286,srprec,LA HABRA,809,809
30,06059,17290,g24,0605917290,srprec,LA HABRA,3965,3965
30,06059,17334,g24,0605917334,srprec,LA HABRA,914,914
30,06059,17335,g24,0605917335,srprec,LA HABRA,816,816
30,06059,17345,g24,0605917345,srprec,LA HABRA,1439,1439
30,06059,17348,g24,0605917348,srprec,LA HABRA,1169,1169
30,06059,17355,g24,0605917355,srprec,LA HABRA,2929,2929
30,06059,17800,g24,0605917800,srprec,LA HABRA,1019,1019
30,06059,17801,g24,0605917801,srprec,LA HABRA,64,64
30,06059,21369,g24,0605921369,srprec,ANAHEIM,1823,1823
30,06059,21375,g24,0605921375,srprec,ANAHEIM,55,55
30,06059,21376,g24,0605921376,srprec,ANAHEIM,959,959
30,06059,21377,g24,0605921377,srprec,ANAHEIM,217,217
30,06059,21380,g24,0605921380,srprec,ANAHEIM,1855,1855
30,06059,21383,g24,0605921383,srprec,ANAHEIM,13,13
30,06059,22166,g24,0605922166,srprec,LA MIRADA,286,286
30,06059,23145,g24,0605923145,srprec,PLACENTIA,987,987
30,06059,23146,g24,0605923146,srprec,PLACENTIA,641,641
30,06059,23147,g24,0605923147,srprec,PLACENTIA,2216,2216
30,06059,23150,g24,0605923150,srprec,PLACENTIA,361,361
30,06059,23152,g24,0605923152,srprec,PLACENTIA,143,143
30,06059,23153,g24,0605923153,srprec,PLACENTIA,295,295
30,06059,23154,g24,0605923154,srprec,PLACENTIA,1196,1196
30,06059,23155,g24,0605923155,srprec,PLACENTIA,130,130
30,06059,23156,g24,0605923156,srprec,PLACENTIA,218,218
30,06059,23162,g24,0605923162,srprec,PLACENTIA,304,304
30,06059,23163,g24,0605923163,srprec,PLACENTIA,5,5
30,06059,23164,g24,0605923164,srprec,PLACENTIA,769,769
30,06059,23165,g24,0605923165,srprec,PLACENTIA,366,366
30,06059,23169,g24,0605923169,srprec,PLACENTIA,369,369
30,06059,23174,g24,0605923174,srprec,PLACENTIA,1164,1164
30,06059,23177,g24,0605923177,srprec,PLACENTIA,691,691
30,06059,23178,g24,0605923178,srprec,PLACENTIA,2259,2259
30,06059,23180,g24,0605923180,srprec,PLACENTIA,3523,3523
30,06059,23188,g24,0605923188,srprec,PLACENTIA,404,404
30,06059,23193,g24,0605923193,srprec,PLACENTIA,753,753
30,06059,23194,g24,0605923194,srprec,PLACENTIA,592,592
30,06059,23196,g24,0605923196,srprec,PLACENTIA,2145,2145
30,06059,23203,g24,0605923203,srprec,PLACENTIA,1562,1562
30,06059,23206,g24,0605923206,srprec,PLACENTIA,1252,1252
30,06059,23207,g24,0605923207,srprec,PLACENTIA,108,108
30,06059,23213,g24,0605923213,srprec,PLACENTIA,305,305
30,06059,23214,g24,0605923214,srprec,PLACENTIA,890,890
30,06059,23216,g24,0605923216,srprec,PLACENTIA,456,456
30,06059,23217,g24,0605923217,srprec,PLACENTIA,1190,1190
30,06059,23221,g24,0605923221,srprec,PLACENTIA,200,200
30,06059,23223,g24,0605923223,srprec,PLACENTIA,236,236
30,06059,23224,g24,0605923224,srprec,PLACENTIA,130,130
30,06059,23225,g24,0605923225,srprec,PLACENTIA,1049,1049
30,06059,23227,g24,0605923227,srprec,PLACENTIA,254,254
30,06059,23230,g24,0605923230,srprec,PLACENTIA,859,859
30,06059,23800,g24,0605923800,srprec,PLACENTIA,713,713
30,06059,23801,g24,0605923801,srprec,PLACENTIA,386,386
30,06059,23802,g24,0605923802,srprec,PLACENTIA,187,187
30,06059,23803,g24,0605923803,srprec,PLACENTIA,1,1
30,06059,23804,g24,0605923804,srprec,PLACENTIA,234,234
30,06059,23805,g24,0605923805,srprec,PLACENTIA,173,173
30,06059,23806,g24,0605923806,srprec,PLACENTIA,28,28
30,06059,23807,g24,0605923807,srprec,PLACENTIA,371,371
30,06059,23809,g24,0605923809,srprec,PLACENTIA,22,22
30,06059,23810,g24,0605923810,srprec,PLACENTIA,636,636
30,06059,23811,g24,0605923811,srprec,PLACENTIA,1037,1037
30,06059,23812,g24,0605923812,srprec,PLACENTIA,138,138
30,06059,23814,g24,0605923814,srprec,PLACENTIA,375,375
30,06059,23815,g24,0605923815,srprec,PLACENTIA,296,296
30,06059,25230,g24,0605925230,srprec,LAGUNA WOODS,785,785
30,06059,25231,g24,0605925231,srprec,LAGUNA WOODS,3579,3579
30,06059,25234,g24,0605925234,srprec,LAGUNA WOODS,3761,3761
30,06059,25371,g24,0605925371,srprec,LAGUNA WOODS,90,90
30,06059,25377,g24,0605925377,srprec,LAGUNA WOODS,139,139
30,06059,25382,g24,0605925382,srprec,LAGUNA WOODS,716,716
30,06059,25385,g24,0605925385,srprec,LAGUNA WOODS,3152,3152
30,06059,25391,g24,0605925391,srprec,LAGUNA WOODS,532,532
30,06059,25800,g24,0605925800,srprec,LAGUNA WOODS,2747,2747
30,06059,27113,g24,0605927113,srprec,STANTON,1182,1182
30,06059,27115,g24,0605927115,srprec,STANTON,362,362
30,06059,27117,g24,0605927117,srprec,STANTON,671,671
30,06059,27133,g24,0605927133,srprec,ANAHEIM,132,132
30,06059,27134,g24,0605927134,srprec,ANAHEIM,107,107
30,06059,27135,g24,0605927135,srprec,STANTON,492,514
30,06059,27136,g24,0605927136,srprec,STANTON,323,323
30,06059,27138,g24,0605927138,srprec,STANTON,366,366
30,06059,27139,g24,0605927139,srprec,STANTON,8,8
30,06059,27140,g24,0605927140,srprec,ANAHEIM,11,11
30,06059,27141,g24,0605927141,srprec,ANAHEIM,156,156
30,06059,27142,g24,0605927142,srprec,ANAHEIM,435,435
30,06059,27143,g24,0605927143,srprec,ANAHEIM,307,307
30,06059,27145,g24,0605927145,srprec,STANTON,531,699
30,06059,27146,g24,0605927146,srprec,ANAHEIM,4,4
30,06059,27147,g24,0605927147,srprec,STANTON,1184,1184
30,06059,27149,g24,0605927149,srprec,STANTON,1312,1312
30,06059,27156,g24,0605927156,srprec,GARDEN GROVE,993,1678
30,06059,27157,g24,0605927157,srprec,ANAHEIM,50,50
30,06059,27159,g24,0605927159,srprec,STANTON,1552,2354
30,06059,27161,g24,0605927161,srprec,STANTON,1210,1210
30,06059,27162,g24,0605927162,srprec,STANTON,988,988
30,06059,27163,g24,0605927163,srprec,STANTON,1242,1242
30,06059,27164,g24,0605927164,srprec,STANTON,188,188
30,06059,27168,g24,0605927168,srprec,STANTON,19,19
30,06059,27170,g24,0605927170,srprec,STANTON,1187,1187
30,06059,27800,g24,0605927800,srprec,STANTON,372,425
30,06059,27801,g24,0605927801,srprec,STANTON,95,95
30,06059,27802,g24,0605927802,srprec,ANAHEIM,161,161
30,06059,27803,g24,0605927803,srprec,STANTON,697,697
30,06059,27804,g24,0605927804,srprec,STANTON,7,7
30,06059,27805,g24,0605927805,srprec,STANTON,302,302
30,06059,28200,g24,0605928200,srprec,YORBA LINDA,693,693
30,06059,28247,g24,0605928247,srprec,YORBA LINDA,693,693
30,06059,28800,g24,0605928800,srprec,YORBA LINDA,404,404
30,06059,29277,g24,0605929277,srprec,YORBA LINDA,2919,2919
30,06059,29279,g24,0605929279,srprec,YORBA LINDA,2727,2727
30,06059,29285,g24,0605929285,srprec,YORBA LINDA,4307,4307
30,06059,29286,g24,0605929286,srprec,YORBA LINDA,1656,1656
30,06059,29289,g24,0605929289,srprec,YORBA LINDA,21,21
30,06059,29292,g24,0605929292,srprec,YORBA LINDA,1969,1969
30,06059,29294,g24,0605929294,srprec,YORBA LINDA,1761,1761
30,06059,29295,g24,0605929295,srprec,YORBA LINDA,502,502
30,06059,29299,g24,0605929299,srprec,YORBA LINDA,2614,2614
30,06059,29300,g24,0605929300,srprec,YORBA LINDA,1771,1771
30,06059,29304,g24,0605929304,srprec,YORBA LINDA,1405,1405
30,06059,29308,g24,0605929308,srprec,YORBA LINDA,2210,2210
30,06059,29314,g24,0605929314,srprec,YORBA LINDA,3070,3070
30,06059,29316,g24,0605929316,srprec,ANAHEIM,19,19
30,06059,29345,g24,0605929345,srprec,YORBA LINDA,787,787
30,06059,29346,g24,0605929346,srprec,YORBA LINDA,437,437
30,06059,29347,g24,0605929347,srprec,YORBA LINDA,2921,2921
30,06059,29349,g24,0605929349,srprec,YORBA LINDA,969,969
30,06059,29356,g24,0605929356,srprec,YORBA LINDA,2068,2068
30,06059,29359,g24,0605929359,srprec,YORBA LINDA,2872,2872
30,06059,29361,g24,0605929361,srprec,YORBA LINDA,329,329
30,06059,29362,g24,0605929362,srprec,YORBA LINDA,2582,2582
30,06059,29363,g24,0605929363,srprec,YORBA LINDA,2173,2173
30,06059,29365,g24,0605929365,srprec,YORBA LINDA,1035,1035
30,06059,29370,g24,0605929370,srprec,YORBA LINDA,3614,3614
30,06059,29371,g24,0605929371,srprec,YORBA LINDA,138,138
30,06059,29800,g24,0605929800,srprec,YORBA LINDA,161,161
30,06059,29801,g24,0605929801,srprec,YORBA LINDA,326,326
30,06059,29810,g24,0605929810,srprec,YORBA LINDA,1681,1681
30,06059,29821,g24,0605929821,srprec,YORBA LINDA,11,11
30,06059,31002,g24,0605931002,srprec,FOUNTAIN VALLEY,1364,1364
30,06059,31004,g24,0605931004,srprec,FOUNTAIN VALLEY,1345,1345
30,06059,31009,g24,0605931009,srprec,FOUNTAIN VALLEY,1275,1275
30,06059,31010,g24,0605931010,srprec,FOUNTAIN VALLEY,2562,2562
30,06059,31013,g24,0605931013,srprec,FOUNTAIN VALLEY,1106,1108
30,06059,31014,g24,0605931014,srprec,FOUNTAIN VALLEY,773,773
30,06059,31016,g24,0605931016,srprec,FOUNTAIN VALLEY,2374,2374
30,06059,31019,g24,0605931019,srprec,FOUNTAIN VALLEY,1,1
30,06059,31201,g24,0605931201,srprec,FOUNTAIN VALLEY,1159,1159
30,06059,31210,g24,0605931210,srprec,FOUNTAIN VALLEY,465,465
30,06059,31213,g24,0605931213,srprec,FOUNTAIN VALLEY,608,608
30,06059,31214,g24,0605931214,srprec,FOUNTAIN VALLEY,1811,1811
30,06059,31216,g24,0605931216,srprec,FOUNTAIN VALLEY,1,1
30,06059,31218,g24,0605931218,srprec,FOUNTAIN VALLEY,2932,2932
30,06059,31224,g24,0605931224,srprec,FOUNTAIN VALLEY,1507,1507
30,06059,31225,g24,0605931225,srprec,FOUNTAIN VALLEY,2105,2105
30,06059,31246,g24,0605931246,srprec,FOUNTAIN VALLEY,1105,1105
30,06059,31248,g24,0605931248,srprec,FOUNTAIN VALLEY,2559,2559
30,06059,31800,g24,0605931800,srprec,FOUNTAIN VALLEY,1,1
30,06059,31802,g24,0605931802,srprec,FOUNTAIN VALLEY,1182,1182
30,06059,31803,g24,0605931803,srprec,FOUNTAIN VALLEY,1032,1032
30,06059,31808,g24,0605931808,srprec,FOUNTAIN VALLEY,1438,1438
30,06059,31809,g24,0605931809,srprec,FOUNTAIN VALLEY,1162,1162
30,06059,31810,g24,0605931810,srprec,FOUNTAIN VALLEY,1384,1384
30,06059,31811,g24,0605931811,srprec,FOUNTAIN VALLEY,1378,1378
30,06059,31812,g24,0605931812,srprec,FOUNTAIN VALLEY,1593,1593
30,06059,31813,g24,0605931813,srprec,FOUNTAIN VALLEY,1320,1320
30,06059,31815,g24,0605931815,srprec,FOUNTAIN VALLEY,3286,3286
30,06059,31816,g24,0605931816,srprec,FOUNTAIN VALLEY,8,8
30,06059,32100,g24,0605932100,srprec,HUNTINGTON BEACH,2902,2902
30,06059,32101,g24,0605932101,srprec,HUNTINGTON BEACH,1270,1274
30,06059,32102,g24,0605932102,srprec,HUNTINGTON BEACH,1413,1413
30,06059,32103,g24,0605932103,srprec,HUNTINGTON BEACH,4229,4229
30,06059,32106,g24,0605932106,srprec,HUNTINGTON BEACH,2234,2234
30,06059,32109,g24,0605932109,srprec,HUNTINGTON BEACH,778,778
30,06059,32111,g24,0605932111,srprec,HUNTINGTON BEACH,18,18
30,06059,32112,g24,0605932112,srprec,HUNTINGTON BEACH,225,225
30,06059,32113,g24,0605932113,srprec,HUNTINGTON BEACH,2819,2819
30,06059,32137,g24,0605932137,srprec,HUNTINGTON BEACH,621,621
30,06059,32143,g24,0605932143,srprec,HUNTINGTON BEACH,1363,1363
30,06059,32145,g24,0605932145,srprec,HUNTINGTON BEACH,991,991
30,06059,32146,g24,0605932146,srprec,HUNTINGTON BEACH,1313,1313
30,06059,32157,g24,0605932157,srprec,HUNTINGTON BEACH,1193,1193
30,06059,32160,g24,0605932160,srprec,HUNTINGTON BEACH,3363,3363
30,06059,32166,g24,0605932166,srprec,HUNTINGTON BEACH,1411,1411
