county,municipality,ward,ballots_cast,registered_voters,registration_denominator_timing,source_url,notes
Milwaukee,City of Milwaukee,Ward 91,383,545,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 92,613,760,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 93,968,1133,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 94,880,994,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 95,625,710,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 96,1035,1244,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 97,623,752,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 98,899,1114,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 99,1064,1288,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 100,501,630,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 101,1051,1322,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 102,375,540,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 103,443,634,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 104,873,1154,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 105,639,941,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 106,431,623,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 107,411,585,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 108,491,702,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 109,507,656,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 110,474,605,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 111,729,989,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 112,324,511,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 113,435,576,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 114,390,524,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 115,574,757,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 116,498,634,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 117,658,837,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 118,613,887,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 119,1151,1419,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 120,609,720,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 121,840,957,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 122,826,970,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 123,1347,1471,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 124,1558,1734,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 125,1093,1214,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 126,1106,954,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 127,1210,1308,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 128,1646,1880,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 129,835,989,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 130,955,1037,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 131,1205,1421,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 132,1127,1207,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 133,735,806,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 134,884,1056,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 135,1523,1834,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 136,362,504,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 137,504,696,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 138,534,721,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 139,388,514,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 140,694,871,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 141,565,687,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 142,386,542,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 143,424,625,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 144,574,803,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 145,606,811,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 146,578,774,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 147,319,483,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 148,348,498,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 149,624,867,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 150,478,685,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 151,499,697,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 152,670,909,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 153,518,634,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 154,607,761,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 155,562,743,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 156,1031,1158,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 157,564,698,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 158,1263,1196,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 159,477,600,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 160,578,685,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 161,623,758,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 162,1514,1746,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 163,732,778,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 164,1813,2013,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 165,516,698,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 166,349,510,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 167,186,252,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 168,417,541,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 169,602,727,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 170,579,755,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 171,573,676,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 172,701,880,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 173,1965,2301,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 174,1652,1913,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 175,1807,2131,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 176,1224,1401,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 177,1650,1856,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 178,1242,1520,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 179,913,1088,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 180,1667,1794,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
Milwaukee,City of Milwaukee,Ward 181,1265,1427,preElectionDay,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
